 -1670 , -15805,   1156 
 -1670 , -15548,   -128 
 -1670 , -15548,    385 
 -1413 , -16576,  -1413 
  -899 , -14520,    128 
 -2184 , -16062,   1413 
 -2184 , -16062,   1413 
 -1927 , -15805,   1413 
 -2441 , -14006,    128 
 -1927 , -15548,    128 
 -1413 , -15805,  -1156 
 -1156 , -15805,  -1670 
 -1156 , -15805,  -2184 
 -1156 , -15034,  -2441 
  -128 , -15291,  -3469 
  1670 , -15291,  -3726 
  1413 , -14777,  -4240 
  3726 , -14520,  -5782 
  2955 , -15548,  -5525 
  2955 , -16576,  -6296 
  2441 , -17604,  -5525 
   128 , -16319,  -3212 
  -899 , -19403,  -5268 
 -1670 , -18118,  -5011 
  -899 , -17604,  -5011 
  -128 , -18118,  -7581 
  -385 , -15548,  -7838 
  -128 , -15034,  -7838 
 -1670 , -15548,  -8609 
 -3212 , -14006,  -7838 
 -3983 , -13492,  -7581 
 -5525 , -12721,  -7067 
 -6553 , -12207,  -8866 
 -7324 ,  -9380,  -9637 
 -7324 ,  -6810,  -9894 
 -6039 ,  -6810, -11436 
 -5525 ,  -6296, -12207 
 -5525 ,  -3212, -10922 
 -4497 ,  -3212, -10922 
 -3983 ,  -5525, -12721 
 -5268 ,  -1927, -11179 
 -3983 ,   -642, -10151 
 -1927 ,  -5011, -13492 
 -1927 ,  -2441, -12721 
 -1670 ,    128,  -9894 
  1156 ,  -2698, -11950 
  1927 ,  -2698, -12978 
   128 ,   -128, -11693 
  2441 ,  -3469, -11693 
  2955 ,  -5268, -14006 
  2184 ,  -3983, -12978 
  3726 ,  -4497, -12721 
  3726 ,  -6553, -14263 
  3726 ,  -5268, -14006 
  3726 ,  -5268, -14006 
  4240 ,  -4754, -12464 
  7838 , -10408, -12721 
  6296 ,  -7838, -10151 
  2955 ,  -3212, -12207 
  4754 ,  -3726, -12464 
