 -2441 , -16319,   2184 
 -1670 , -16833,   1670 
 -1156 , -15548,   1670 
 -2184 , -15548,   1670 
 -1156 , -16062,   1670 
  -128 , -16062,   1413 
  -128 , -16062,   1413 
  -385 , -16576,   1670 
  -128 , -18118,   1927 
  -128 , -19146,   1670 
  -128 , -19403,   1927 
  -128 , -19146,   1927 
  -642 , -18632,   1413 
 -1156 , -17861,   1156 
  -642 , -17347,    899 
  -642 , -17347,    385 
  -385 , -17347,    385 
   128 , -17347,    128 
   899 , -16833,    385 
  1927 , -16833,    385 
  2441 , -16062,    642 
  3469 , -15291,    385 
  4240 , -14777,    642 
  5268 , -14006,    899 
  5782 , -14006,    642 
  5268 , -14263,   -385 
  4497 , -13749,   -899 
  4240 , -14006,  -1413 
  4754 , -14006,  -1413 
  6039 , -13749,   -899 
  6810 , -13749,   -642 
  7067 , -13235,   -642 
  6553 , -12721,   -385 
  5011 , -12978,  -1413 
  3983 , -12721,  -1927 
  4240 , -12207,  -1670 
  5268 , -12207,   -899 
  4754 , -11950,  -1670 
  3212 , -11950,  -1413 
  2698 , -12464,  -1670 
  2698 , -13749,  -1413 
  2955 , -14520,   -642 
  2441 , -14777,   -385 
  1413 , -15034,   -642 
  1670 , -15291,   -899 
   899 , -14777,   -642 
   642 , -15291,  -1156 
   385 , -14777,  -1156 
   128 , -15034,   -642 
   899 , -15548,   -385 
   385 , -15805,    128 
   128 , -15805,    385 
   385 , -15805,    128 
   385 , -16319,    128 
   642 , -16576,    385 
   385 , -16833,    642 
  -128 , -16833,    642 
  -385 , -16833,    385 
  -385 , -15805,    385 
   385 , -15034,    642 
   385 , -14006,   1156 
   642 , -14263,   1670 
   642 , -14263,   1670 
   385 , -11436,   3212 
  -642 , -16833,    899 
  -642 , -15548,   -128 
   128 , -15291,    642 
   385 , -15548,    642 
